name,gender,status,affiliation,faction,role,weapon,emotion,mission_count,location,rank,loyalty
Samuel Murphy 78014,Male,Deceased,Independent,Security,Operative,Pistol,Focused,38,Tokyo,Agent,High
Michael Ward 78015,Male,Active,Underworld,Handler,Manager,Sword,Neutral,105,New York,Agent,Low
Henry Bailey 78016,Male,Active,High Table,Security,Operative,Sword,Determined,151,Paris,Agent,Medium
Jack Parker 78017,Male,Inactive,Independent,Assassin,Manager,Pistol,Angry,206,Casablanca,Agent,Low
Leo Morgan 78018,Female,Deceased,Ruska Roma,Security,Tracker,Shotgun,Determined,9,Paris,Master,Absolute
Ryan Stone 78019,Female,Active,Underworld,Assassin,Enforcer,Pistol,Neutral,119,Berlin,Senior Agent,Absolute
Leo Griffin 78020,Male,Active,Continental,Handler,Enforcer,Pistol,Determined,175,Marrakesh,Novice,Medium
Benjamin Foster 78021,Female,Active,Independent,Assassin,Bodyguard,Shotgun,Angry,56,Rome,Senior Agent,Absolute
Andrew Murphy 78022,Female,Inactive,Independent,Crime Syndicate,Hitman,Sword,Focused,129,London,Senior Agent,High
James Reed 78023,Female,Missing,High Table,Assassin,Manager,Knife,Determined,152,Paris,Elite,Low
Thomas Russell 78024,Male,Inactive,High Table,Crime Syndicate,Tracker,Sword,Angry,117,New York,Senior Agent,High
Lucas Carter 78025,Female,Missing,High Table,Security,Bodyguard,Rifle,Calm,189,Osaka,Agent,High
Joseph Griffin 78026,Female,Inactive,Continental,Handler,Bodyguard,Shotgun,Fearful,118,Tokyo,Master,Low
Matthew Murphy 78027,Female,Deceased,Continental,Security,Hitman,Pistol,Focused,83,Marrakesh,Senior Agent,High
Benjamin Bennett 78028,Female,Active,Independent,Assassin,Hitman,Shotgun,Neutral,95,Osaka,Elite,Medium
Michael Parker 78029,Female,Deceased,High Table,Assassin,Operative,Rifle,Neutral,148,New York,Master,Medium
Matthew Walker 78030,Female,Missing,Ruska Roma,Crime Syndicate,Bodyguard,Pistol,Neutral,246,New York,Master,High
Lucas Bennett 78031,Female,Deceased,Independent,Handler,Tracker,Rifle,Neutral,159,Casablanca,Senior Agent,Medium
Jack Hunter 78032,Female,Deceased,Underworld,Handler,Bodyguard,Shotgun,Calm,27,Berlin,Novice,High
Ryan Bailey 78033,Female,Missing,Independent,Contractor,Enforcer,Unarmed,Angry,119,Osaka,Elite,High
Oliver Foster 78034,Female,Missing,Independent,Security,Manager,Shotgun,Angry,9,Casablanca,Master,Low
James Carter 78035,Male,Active,Ruska Roma,Handler,Enforcer,Unarmed,Neutral,49,Marrakesh,Novice,Medium
Jack Mitchell 78036,Male,Deceased,Underworld,Handler,Operative,Unarmed,Calm,207,London,Master,High
Jack Collins 78037,Male,Inactive,Continental,Crime Syndicate,Bodyguard,Sword,Neutral,16,New York,Agent,Low
Jack Ward 78038,Male,Missing,Underworld,Security,Enforcer,Shotgun,Neutral,230,Osaka,Novice,High
Noah Walker 78039,Female,Missing,Ruska Roma,Assassin,Manager,Unarmed,Neutral,175,New York,Senior Agent,Medium
Lucas Brooks 78040,Male,Inactive,Underworld,Crime Syndicate,Tracker,Pistol,Calm,222,Rome,Elite,Low
David Walker 78041,Female,Active,Underworld,Contractor,Bodyguard,Pistol,Calm,226,London,Agent,Absolute
James Cooper 78042,Female,Active,Ruska Roma,Handler,Bodyguard,Sword,Neutral,166,New York,Elite,Low
Noah Bennett 78043,Female,Active,Underworld,Crime Syndicate,Operative,Pistol,Focused,66,Casablanca,Senior Agent,Absolute
William Murphy 78044,Female,Inactive,Ruska Roma,Crime Syndicate,Operative,Knife,Determined,19,Casablanca,Novice,Absolute
Benjamin Walker 78045,Male,Inactive,Independent,Crime Syndicate,Manager,Shotgun,Angry,91,Tokyo,Elite,Low
Ethan Brooks 78046,Female,Active,High Table,Contractor,Hitman,Sword,Focused,146,Marrakesh,Master,Medium
Andrew Parker 78047,Female,Missing,Underworld,Handler,Hitman,Sword,Angry,43,London,Novice,High
Matthew Reed 78048,Male,Active,Underworld,Contractor,Operative,Pistol,Determined,91,New York,Elite,Low
Ryan Bennett 78049,Male,Inactive,Continental,Assassin,Tracker,Pistol,Angry,88,London,Senior Agent,Medium
Leo Cooper 78050,Female,Inactive,High Table,Handler,Operative,Sword,Neutral,187,London,Novice,Medium
Alex Walker 78051,Female,Active,Continental,Assassin,Hitman,Shotgun,Neutral,9,Casablanca,Elite,Medium
Alex Morgan 78052,Female,Missing,High Table,Security,Operative,Knife,Determined,88,Berlin,Senior Agent,Absolute
Lucas Cooper 78053,Male,Missing,High Table,Crime Syndicate,Bodyguard,Shotgun,Calm,92,Tokyo,Elite,High
Lucas Ward 78054,Female,Active,Independent,Security,Bodyguard,Pistol,Determined,77,Osaka,Agent,Medium
Samuel Cooper 78055,Female,Active,Independent,Security,Bodyguard,Unarmed,Determined,184,Casablanca,Master,Low
Ethan Stone 78056,Male,Missing,Underworld,Handler,Enforcer,Sword,Calm,101,Casablanca,Master,Low
Samuel Griffin 78057,Female,Missing,Continental,Security,Bodyguard,Shotgun,Neutral,36,London,Master,Absolute
Ethan Hayes 78058,Male,Active,High Table,Assassin,Bodyguard,Rifle,Calm,141,Casablanca,Agent,Medium
Michael Mitchell 78059,Male,Inactive,High Table,Handler,Bodyguard,Shotgun,Neutral,186,Casablanca,Novice,High
Benjamin Mitchell 78060,Male,Active,Independent,Handler,Bodyguard,Sword,Neutral,132,Prague,Senior Agent,Medium
Noah Hunter 78061,Male,Active,Independent,Assassin,Operative,Unarmed,Neutral,36,Rome,Novice,High
Michael Carter 78062,Male,Inactive,Ruska Roma,Security,Operative,Knife,Determined,182,Paris,Senior Agent,Absolute
Michael Russell 78063,Male,Missing,Independent,Assassin,Bodyguard,Rifle,Focused,241,Marrakesh,Novice,Absolute
Ryan Russell 78064,Male,Active,Underworld,Contractor,Enforcer,Sword,Fearful,29,Casablanca,Agent,Medium
Oliver Hayes 78065,Female,Deceased,Continental,Handler,Enforcer,Shotgun,Neutral,240,Osaka,Novice,High
Benjamin Griffin 78066,Male,Active,Ruska Roma,Crime Syndicate,Enforcer,Knife,Determined,110,Paris,Agent,Low
Henry Bailey 78067,Female,Active,High Table,Security,Hitman,Pistol,Angry,198,Berlin,Senior Agent,High
Jack Ward 78068,Male,Active,Continental,Assassin,Tracker,Shotgun,Angry,9,Casablanca,Agent,Low
Alex Mitchell 78069,Male,Deceased,Continental,Contractor,Tracker,Pistol,Determined,76,New York,Elite,Low
Ethan Griffin 78070,Female,Deceased,High Table,Assassin,Bodyguard,Shotgun,Calm,70,Rome,Master,High
Matthew Murphy 78071,Male,Inactive,High Table,Handler,Operative,Pistol,Angry,186,New York,Elite,Low
Noah Hunter 78072,Male,Missing,Independent,Handler,Enforcer,Sword,Determined,36,London,Agent,Absolute
Oliver Hunter 78073,Male,Missing,High Table,Assassin,Tracker,Shotgun,Focused,226,New York,Master,Low
James Foster 78074,Male,Inactive,Ruska Roma,Crime Syndicate,Operative,Shotgun,Fearful,154,New York,Elite,Absolute
Matthew Morgan 78075,Male,Deceased,Underworld,Contractor,Operative,Shotgun,Neutral,109,Marrakesh,Master,Medium
Leo Turner 78076,Female,Active,Continental,Contractor,Bodyguard,Rifle,Calm,112,New York,Master,Medium
Michael Brooks 78077,Male,Inactive,Underworld,Handler,Hitman,Unarmed,Angry,218,London,Senior Agent,Medium
Thomas Mitchell 78078,Male,Deceased,Underworld,Handler,Enforcer,Shotgun,Angry,228,Paris,Elite,Low
Noah Cooper 78079,Female,Inactive,Underworld,Crime Syndicate,Enforcer,Sword,Determined,16,Marrakesh,Senior Agent,High
Benjamin Turner 78080,Male,Missing,High Table,Contractor,Operative,Shotgun,Neutral,34,Rome,Senior Agent,Absolute
Henry Brooks 78081,Male,Active,Continental,Handler,Enforcer,Knife,Neutral,138,Rome,Master,Absolute
Matthew Hayes 78082,Female,Deceased,Continental,Security,Bodyguard,Sword,Determined,151,Marrakesh,Agent,Medium
Andrew Foster 78083,Male,Deceased,Continental,Contractor,Enforcer,Unarmed,Determined,241,Prague,Elite,High
Leo Ward 78084,Female,Deceased,Underworld,Contractor,Hitman,Rifle,Focused,146,Casablanca,Master,High
Noah Hunter 78085,Male,Deceased,High Table,Security,Operative,Pistol,Angry,109,Casablanca,Master,Medium
Michael Brooks 78086,Male,Active,Underworld,Security,Hitman,Rifle,Fearful,76,Rome,Agent,Low
Alex Mitchell 78087,Male,Active,Continental,Security,Manager,Shotgun,Calm,95,Marrakesh,Elite,Low
Jack Russell 78088,Male,Missing,Continental,Handler,Enforcer,Sword,Fearful,127,New York,Master,Low
Leo Reed 78089,Female,Deceased,Ruska Roma,Assassin,Manager,Pistol,Angry,103,Marrakesh,Senior Agent,High
Ethan Collins 78090,Male,Deceased,Ruska Roma,Handler,Manager,Sword,Neutral,193,Marrakesh,Agent,Low
Leo Parker 78091,Male,Inactive,Independent,Security,Bodyguard,Sword,Angry,148,Berlin,Agent,Absolute
Michael Griffin 78092,Male,Active,High Table,Handler,Hitman,Shotgun,Angry,118,Casablanca,Novice,Low
Joseph Bailey 78093,Male,Missing,High Table,Handler,Enforcer,Shotgun,Angry,146,Prague,Senior Agent,Low
Matthew Parker 78094,Male,Deceased,Ruska Roma,Assassin,Enforcer,Shotgun,Focused,216,Prague,Agent,Low
Noah Mitchell 78095,Female,Inactive,Continental,Crime Syndicate,Tracker,Rifle,Fearful,72,Prague,Agent,Medium
Matthew Hunter 78096,Male,Missing,Independent,Handler,Hitman,Pistol,Determined,22,Osaka,Elite,Absolute
Noah Parker 78097,Male,Inactive,Continental,Crime Syndicate,Manager,Shotgun,Angry,23,Tokyo,Novice,Low
Thomas Bennett 78098,Male,Inactive,Underworld,Security,Operative,Sword,Calm,37,Osaka,Senior Agent,Medium
Henry Murphy 78099,Female,Missing,Continental,Security,Manager,Rifle,Fearful,133,Osaka,Elite,Absolute
Jack Murphy 78100,Female,Missing,Continental,Crime Syndicate,Enforcer,Knife,Focused,229,Osaka,Novice,Low
William Carter 78101,Female,Inactive,Independent,Contractor,Enforcer,Unarmed,Angry,118,Prague,Agent,Low
William Foster 78102,Female,Inactive,Independent,Security,Bodyguard,Knife,Angry,40,Casablanca,Agent,Low
Michael Brooks 78103,Female,Inactive,High Table,Contractor,Tracker,Shotgun,Determined,55,Rome,Agent,High
Leo Hayes 78104,Female,Active,Underworld,Assassin,Tracker,Sword,Focused,26,Osaka,Master,Low
Alex Russell 78105,Male,Missing,Continental,Crime Syndicate,Bodyguard,Shotgun,Determined,223,Berlin,Novice,Medium
Daniel Ward 78106,Female,Inactive,Underworld,Assassin,Operative,Shotgun,Focused,28,Tokyo,Senior Agent,Low
Ethan Ward 78107,Female,Deceased,High Table,Security,Enforcer,Rifle,Focused,44,Rome,Novice,High
Noah Parker 78108,Male,Inactive,Continental,Contractor,Manager,Rifle,Calm,171,Berlin,Agent,Medium
Joseph Walker 78109,Female,Inactive,Underworld,Assassin,Manager,Unarmed,Angry,97,Casablanca,Elite,Low
Thomas Bailey 78110,Female,Deceased,Ruska Roma,Assassin,Hitman,Sword,Determined,79,London,Master,Absolute
Jack Hunter 78111,Male,Inactive,Continental,Assassin,Tracker,Knife,Determined,154,New York,Novice,Medium
Andrew Carter 78112,Male,Deceased,Continental,Security,Enforcer,Sword,Focused,174,Marrakesh,Senior Agent,High
Jack Carter 78113,Female,Missing,Underworld,Handler,Operative,Pistol,Focused,238,Osaka,Master,Absolute
Benjamin Ward 78114,Male,Deceased,Underworld,Security,Hitman,Unarmed,Calm,16,Osaka,Master,Medium
James Brooks 78115,Male,Inactive,Underworld,Contractor,Manager,Unarmed,Fearful,49,Osaka,Agent,Absolute
Andrew Walker 78116,Male,Missing,High Table,Assassin,Tracker,Pistol,Determined,24,Casablanca,Elite,Medium
Andrew Turner 78117,Male,Inactive,Underworld,Contractor,Operative,Pistol,Neutral,136,Prague,Elite,Absolute
Lucas Turner 78118,Male,Missing,Underworld,Security,Operative,Sword,Determined,114,New York,Senior Agent,Absolute
Jack Walker 78119,Male,Active,High Table,Security,Enforcer,Knife,Calm,115,Osaka,Elite,Absolute
Henry Reed 78120,Male,Active,Underworld,Handler,Manager,Shotgun,Angry,195,Paris,Novice,Absolute
Ethan Murphy 78121,Male,Missing,Underworld,Contractor,Hitman,Knife,Angry,104,New York,Elite,Medium
Henry Morgan 78122,Female,Deceased,Ruska Roma,Crime Syndicate,Enforcer,Knife,Fearful,145,Marrakesh,Elite,High
Andrew Brooks 78123,Male,Active,Underworld,Security,Hitman,Shotgun,Angry,187,London,Master,Low
Ethan Bailey 78124,Female,Inactive,Underworld,Security,Enforcer,Sword,Determined,36,Casablanca,Novice,Medium
Alex Foster 78125,Male,Deceased,High Table,Contractor,Tracker,Rifle,Neutral,169,Berlin,Master,Medium
Michael Mitchell 78126,Male,Deceased,Continental,Handler,Enforcer,Unarmed,Angry,222,Casablanca,Senior Agent,High
Thomas Stone 78127,Female,Missing,Underworld,Assassin,Tracker,Pistol,Focused,211,Casablanca,Senior Agent,Low
Ethan Stone 78128,Female,Missing,Independent,Security,Enforcer,Shotgun,Calm,41,London,Agent,Medium
Oliver Walker 78129,Female,Missing,Underworld,Security,Hitman,Knife,Fearful,234,Osaka,Senior Agent,Absolute
Jack Foster 78130,Male,Inactive,Underworld,Assassin,Manager,Pistol,Neutral,190,Prague,Agent,Low
Daniel Mitchell 78131,Male,Deceased,Continental,Crime Syndicate,Enforcer,Shotgun,Focused,195,Berlin,Novice,Low
Leo Griffin 78132,Female,Missing,Independent,Handler,Bodyguard,Sword,Calm,215,Marrakesh,Agent,Medium
Jack Carter 78133,Female,Missing,Ruska Roma,Contractor,Bodyguard,Rifle,Determined,70,Paris,Master,Absolute
William Carter 78134,Male,Inactive,Underworld,Contractor,Enforcer,Knife,Focused,145,Casablanca,Master,Medium
Jack Walker 78135,Male,Active,Continental,Assassin,Operative,Unarmed,Neutral,140,Prague,Novice,High
Benjamin Hayes 78136,Female,Deceased,Continental,Contractor,Hitman,Shotgun,Calm,89,Osaka,Novice,High
Thomas Brooks 78137,Male,Missing,Continental,Crime Syndicate,Enforcer,Knife,Focused,146,London,Novice,Low
Ryan Collins 78138,Female,Inactive,Continental,Contractor,Hitman,Sword,Calm,56,Berlin,Novice,Medium
Lucas Brooks 78139,Female,Deceased,Underworld,Handler,Operative,Shotgun,Fearful,39,Tokyo,Novice,High
Matthew Ward 78140,Female,Inactive,Underworld,Contractor,Bodyguard,Pistol,Calm,194,Tokyo,Master,Low
Daniel Walker 78141,Female,Missing,Continental,Security,Manager,Sword,Angry,191,Casablanca,Senior Agent,High
Henry Foster 78142,Male,Inactive,Independent,Crime Syndicate,Operative,Unarmed,Calm,176,London,Senior Agent,Absolute
Noah Reed 78143,Male,Active,Ruska Roma,Contractor,Manager,Shotgun,Determined,11,Rome,Master,Medium
Thomas Hunter 78144,Male,Inactive,Underworld,Assassin,Operative,Sword,Calm,222,Tokyo,Agent,High
Joseph Brooks 78145,Female,Inactive,Continental,Handler,Hitman,Knife,Neutral,250,Paris,Novice,High
Noah Stone 78146,Female,Inactive,Ruska Roma,Security,Operative,Shotgun,Neutral,7,Paris,Senior Agent,High
David Hunter 78147,Female,Deceased,Continental,Handler,Bodyguard,Unarmed,Calm,216,Marrakesh,Agent,Medium
Leo Mitchell 78148,Female,Missing,High Table,Handler,Manager,Unarmed,Neutral,183,Casablanca,Novice,Medium
Thomas Morgan 78149,Male,Deceased,Independent,Security,Bodyguard,Rifle,Focused,28,Marrakesh,Novice,Low
Daniel Stone 78150,Female,Active,Continental,Handler,Operative,Pistol,Neutral,176,Paris,Elite,High
Michael Turner 78151,Male,Deceased,Continental,Assassin,Manager,Unarmed,Fearful,4,Tokyo,Novice,Medium
Benjamin Morgan 78152,Female,Deceased,Continental,Contractor,Operative,Knife,Determined,137,New York,Novice,Medium
Lucas Foster 78153,Female,Deceased,Continental,Handler,Manager,Pistol,Focused,239,Prague,Elite,High
Andrew Walker 78154,Female,Inactive,Underworld,Assassin,Manager,Shotgun,Determined,128,Tokyo,Agent,Medium
Michael Reed 78155,Male,Inactive,Underworld,Handler,Enforcer,Sword,Neutral,139,Casablanca,Novice,High
Daniel Bennett 78156,Female,Active,High Table,Security,Enforcer,Pistol,Fearful,39,Tokyo,Elite,High
Henry Stone 78157,Female,Active,Ruska Roma,Security,Operative,Rifle,Fearful,93,Paris,Master,High
Noah Mitchell 78158,Female,Inactive,Continental,Security,Hitman,Knife,Determined,43,Prague,Master,Absolute
Thomas Reed 78159,Male,Inactive,High Table,Handler,Manager,Unarmed,Focused,38,Marrakesh,Master,Medium
William Parker 78160,Female,Inactive,High Table,Contractor,Enforcer,Unarmed,Neutral,31,London,Senior Agent,High
Samuel Walker 78161,Female,Active,Underworld,Security,Hitman,Sword,Fearful,187,New York,Agent,Absolute
Joseph Reed 78162,Male,Active,Continental,Assassin,Bodyguard,Unarmed,Fearful,139,Casablanca,Agent,Absolute
Noah Morgan 78163,Male,Active,Independent,Crime Syndicate,Tracker,Pistol,Focused,82,Osaka,Master,Medium
William Hayes 78164,Male,Missing,Underworld,Contractor,Operative,Pistol,Angry,250,Rome,Agent,Absolute
Oliver Stone 78165,Male,Deceased,Continental,Handler,Manager,Pistol,Neutral,197,New York,Agent,Low
Henry Mitchell 78166,Female,Active,Underworld,Handler,Bodyguard,Knife,Determined,18,Osaka,Agent,Low
David Ward 78167,Female,Missing,Underworld,Security,Bodyguard,Sword,Calm,36,Casablanca,Agent,Absolute
Daniel Foster 78168,Male,Missing,Independent,Assassin,Operative,Rifle,Calm,73,Rome,Elite,Low
Ryan Griffin 78169,Female,Deceased,Continental,Assassin,Tracker,Rifle,Calm,225,Rome,Senior Agent,Low
Lucas Bailey 78170,Male,Active,Ruska Roma,Contractor,Bodyguard,Knife,Neutral,98,Rome,Agent,Medium
David Murphy 78171,Female,Active,High Table,Contractor,Operative,Shotgun,Determined,133,Casablanca,Elite,Medium
Noah Brooks 78172,Female,Missing,Continental,Assassin,Hitman,Sword,Fearful,233,Tokyo,Senior Agent,High
Leo Mitchell 78173,Female,Deceased,High Table,Crime Syndicate,Enforcer,Rifle,Angry,89,Marrakesh,Master,Low
Daniel Foster 78174,Female,Active,Continental,Assassin,Tracker,Pistol,Angry,98,Paris,Master,Medium
William Collins 78175,Male,Active,Underworld,Security,Bodyguard,Pistol,Determined,23,Casablanca,Elite,Absolute
Oliver Hunter 78176,Male,Inactive,Underworld,Security,Enforcer,Shotgun,Fearful,221,Rome,Novice,Absolute
Jack Morgan 78177,Male,Active,Underworld,Security,Hitman,Pistol,Calm,63,Marrakesh,Elite,Absolute
Thomas Stone 78178,Male,Deceased,Underworld,Assassin,Tracker,Shotgun,Determined,19,Marrakesh,Elite,Medium
Michael Hunter 78179,Female,Missing,Continental,Handler,Tracker,Rifle,Determined,205,New York,Novice,Medium
Andrew Bailey 78180,Male,Inactive,Underworld,Security,Manager,Knife,Focused,116,New York,Agent,High
David Mitchell 78181,Female,Active,Independent,Assassin,Hitman,Rifle,Determined,4,Berlin,Master,Low
Daniel Carter 78182,Male,Inactive,Underworld,Assassin,Operative,Sword,Determined,48,Prague,Senior Agent,Low
Oliver Brooks 78183,Female,Active,Continental,Crime Syndicate,Enforcer,Knife,Neutral,158,London,Novice,Absolute
William Bennett 78184,Male,Deceased,Underworld,Crime Syndicate,Hitman,Knife,Neutral,53,Rome,Agent,Absolute
Samuel Griffin 78185,Male,Active,Continental,Contractor,Operative,Pistol,Determined,138,Marrakesh,Elite,Medium
William Cooper 78186,Male,Deceased,High Table,Crime Syndicate,Enforcer,Sword,Neutral,88,Marrakesh,Novice,Medium
James Stone 78187,Male,Active,High Table,Contractor,Bodyguard,Shotgun,Fearful,213,Rome,Novice,High
Noah Hunter 78188,Male,Missing,Ruska Roma,Crime Syndicate,Hitman,Rifle,Neutral,31,Casablanca,Senior Agent,Medium
David Russell 78189,Male,Inactive,Ruska Roma,Contractor,Bodyguard,Knife,Determined,231,Marrakesh,Master,Low
Jack Foster 78190,Male,Active,Ruska Roma,Assassin,Operative,Knife,Determined,7,Prague,Master,High
David Bailey 78191,Female,Missing,High Table,Crime Syndicate,Hitman,Unarmed,Fearful,151,New York,Novice,High
Ryan Brooks 78192,Male,Active,Underworld,Contractor,Tracker,Knife,Determined,185,Casablanca,Agent,Medium
Joseph Stone 78193,Male,Missing,Independent,Assassin,Hitman,Shotgun,Calm,153,Berlin,Elite,High
Joseph Murphy 78194,Male,Deceased,Ruska Roma,Contractor,Tracker,Pistol,Determined,94,Berlin,Agent,Low
Oliver Mitchell 78195,Female,Missing,Underworld,Handler,Enforcer,Knife,Angry,37,Tokyo,Agent,Medium
Ethan Hunter 78196,Female,Inactive,Ruska Roma,Crime Syndicate,Operative,Pistol,Neutral,39,Tokyo,Master,Absolute
Andrew Collins 78197,Female,Deceased,Continental,Contractor,Manager,Unarmed,Determined,28,New York,Novice,Low
William Carter 78198,Male,Active,Continental,Handler,Manager,Knife,Angry,135,Osaka,Agent,Medium
Thomas Murphy 78199,Male,Inactive,Ruska Roma,Security,Hitman,Knife,Neutral,129,Paris,Novice,Absolute
Alex Foster 78200,Female,Deceased,Ruska Roma,Handler,Manager,Pistol,Neutral,18,Paris,Master,Absolute
Andrew Bailey 78201,Male,Missing,Continental,Contractor,Enforcer,Pistol,Neutral,107,New York,Senior Agent,Medium
Lucas Griffin 78202,Female,Missing,Independent,Handler,Hitman,Rifle,Angry,156,Casablanca,Novice,Absolute
Henry Ward 78203,Female,Missing,Continental,Assassin,Manager,Sword,Focused,13,Paris,Master,High
Benjamin Carter 78204,Female,Missing,Independent,Handler,Tracker,Sword,Neutral,85,Osaka,Elite,Low
Benjamin Bennett 78205,Female,Active,Independent,Crime Syndicate,Tracker,Unarmed,Determined,180,Rome,Master,Medium
Andrew Carter 78206,Female,Inactive,Underworld,Security,Operative,Rifle,Focused,2,Tokyo,Senior Agent,Low
Lucas Hayes 78207,Female,Missing,Continental,Handler,Operative,Unarmed,Angry,184,Tokyo,Elite,Medium
David Bailey 78208,Female,Inactive,Continental,Contractor,Hitman,Unarmed,Calm,227,Berlin,Master,Low
Andrew Cooper 78209,Female,Inactive,Underworld,Assassin,Tracker,Sword,Fearful,133,London,Elite,Medium
David Ward 78210,Female,Missing,Underworld,Assassin,Manager,Unarmed,Focused,246,London,Senior Agent,High
William Brooks 78211,Male,Deceased,Continental,Crime Syndicate,Operative,Pistol,Determined,143,New York,Senior Agent,Low
Lucas Bennett 78212,Female,Missing,Independent,Handler,Enforcer,Rifle,Neutral,204,Prague,Elite,Low
Leo Collins 78213,Female,Active,Underworld,Assassin,Bodyguard,Rifle,Neutral,244,Casablanca,Senior Agent,Low
Benjamin Murphy 78214,Male,Inactive,Underworld,Contractor,Manager,Sword,Determined,144,Marrakesh,Elite,Low
Benjamin Hayes 78215,Female,Deceased,High Table,Security,Operative,Knife,Focused,11,New York,Novice,Medium
Henry Russell 78216,Female,Inactive,Continental,Crime Syndicate,Operative,Rifle,Calm,131,Casablanca,Agent,High
Jack Hayes 78217,Female,Active,Continental,Crime Syndicate,Manager,Rifle,Determined,141,Prague,Elite,Medium
Henry Stone 78218,Female,Inactive,High Table,Security,Hitman,Rifle,Focused,118,Casablanca,Elite,Absolute
Oliver Bailey 78219,Male,Inactive,Independent,Contractor,Hitman,Rifle,Fearful,77,Rome,Senior Agent,High
Noah Hayes 78220,Male,Deceased,Independent,Crime Syndicate,Enforcer,Unarmed,Angry,37,Prague,Senior Agent,Medium
Michael Stone 78221,Female,Inactive,Independent,Assassin,Manager,Pistol,Angry,146,Marrakesh,Master,Absolute
Lucas Carter 78222,Female,Deceased,Underworld,Crime Syndicate,Enforcer,Shotgun,Calm,117,New York,Agent,High
Lucas Turner 78223,Female,Deceased,High Table,Contractor,Tracker,Pistol,Determined,63,Casablanca,Agent,Medium
Joseph Brooks 78224,Male,Deceased,Ruska Roma,Security,Enforcer,Rifle,Angry,192,Casablanca,Agent,Absolute
Michael Mitchell 78225,Male,Deceased,High Table,Handler,Bodyguard,Rifle,Neutral,81,Marrakesh,Senior Agent,High
Samuel Parker 78226,Male,Deceased,High Table,Crime Syndicate,Enforcer,Shotgun,Fearful,237,Prague,Agent,High
Oliver Mitchell 78227,Male,Deceased,Underworld,Assassin,Operative,Shotgun,Fearful,162,Osaka,Senior Agent,High
Samuel Brooks 78228,Female,Active,Continental,Security,Manager,Rifle,Focused,50,Marrakesh,Elite,Medium
Joseph Hayes 78229,Female,Missing,Ruska Roma,Assassin,Manager,Shotgun,Calm,205,Tokyo,Novice,High
Samuel Brooks 78230,Male,Missing,High Table,Contractor,Bodyguard,Knife,Fearful,208,Marrakesh,Master,Low
Lucas Stone 78231,Male,Missing,Independent,Security,Operative,Sword,Neutral,149,London,Agent,Low
William Bennett 78232,Male,Missing,Continental,Crime Syndicate,Hitman,Unarmed,Angry,206,Berlin,Elite,Absolute
Samuel Ward 78233,Female,Missing,Ruska Roma,Security,Bodyguard,Rifle,Focused,32,Berlin,Agent,High
Daniel Brooks 78234,Female,Inactive,High Table,Assassin,Operative,Pistol,Angry,213,Paris,Elite,High
James Stone 78235,Male,Active,Continental,Security,Hitman,Shotgun,Fearful,209,Berlin,Master,High
Benjamin Ward 78236,Female,Deceased,Underworld,Assassin,Tracker,Knife,Focused,30,Prague,Novice,High
David Cooper 78237,Male,Missing,High Table,Contractor,Operative,Knife,Angry,170,Tokyo,Novice,Medium
Michael Carter 78238,Female,Missing,Underworld,Assassin,Tracker,Unarmed,Determined,124,Prague,Agent,High
James Cooper 78239,Female,Inactive,Ruska Roma,Security,Enforcer,Unarmed,Determined,168,Tokyo,Elite,High
Samuel Stone 78240,Female,Missing,High Table,Handler,Enforcer,Unarmed,Angry,155,Marrakesh,Master,High
Andrew Stone 78241,Female,Missing,Independent,Security,Bodyguard,Pistol,Determined,117,Osaka,Master,High
Daniel Stone 78242,Male,Inactive,Ruska Roma,Handler,Enforcer,Unarmed,Angry,183,Osaka,Novice,Medium
Daniel Walker 78243,Female,Active,High Table,Security,Operative,Knife,Determined,183,Marrakesh,Elite,Absolute
Thomas Morgan 78244,Female,Deceased,Independent,Assassin,Enforcer,Rifle,Calm,66,Prague,Master,Medium
Noah Carter 78245,Female,Inactive,Continental,Security,Tracker,Rifle,Angry,70,Marrakesh,Novice,Low
Ethan Collins 78246,Male,Active,Continental,Contractor,Manager,Shotgun,Focused,39,Rome,Senior Agent,High
James Hayes 78247,Male,Deceased,High Table,Crime Syndicate,Operative,Unarmed,Determined,156,Paris,Novice,Low
Noah Russell 78248,Male,Inactive,Independent,Assassin,Manager,Shotgun,Fearful,33,Prague,Elite,Absolute
Ryan Collins 78249,Female,Inactive,High Table,Assassin,Hitman,Rifle,Focused,225,London,Novice,Medium
Noah Hunter 78250,Male,Deceased,Continental,Crime Syndicate,Tracker,Sword,Fearful,199,Berlin,Agent,Medium
David Foster 78251,Male,Deceased,Ruska Roma,Crime Syndicate,Enforcer,Pistol,Neutral,230,Prague,Senior Agent,High
Michael Stone 78252,Female,Deceased,Underworld,Assassin,Operative,Knife,Angry,33,Osaka,Elite,High
Alex Collins 78253,Female,Missing,Independent,Crime Syndicate,Tracker,Rifle,Fearful,90,Rome,Master,Medium
Alex Russell 78254,Male,Active,Independent,Crime Syndicate,Enforcer,Rifle,Focused,140,Rome,Novice,Medium
Henry Stone 78255,Male,Deceased,Continental,Assassin,Operative,Shotgun,Fearful,161,London,Master,Medium
Jack Brooks 78256,Female,Missing,Continental,Crime Syndicate,Tracker,Rifle,Determined,93,Paris,Senior Agent,Low
James Foster 78257,Female,Inactive,Continental,Security,Tracker,Shotgun,Focused,75,Paris,Novice,High
James Hunter 78258,Female,Missing,Independent,Contractor,Enforcer,Knife,Neutral,132,Berlin,Master,Medium
